29.01. 10:13:41.687[Notice]    Hash for cncnet5.ext: eae429547a55829a7d5fe45abfaf748acbf73128
29.01. 10:13:41.688[Notice]    Hash for INI\GlobalCode.ini: 3ea9a358e557647fc5fd0b7533a4e1795724a601
29.01. 10:13:41.688[Notice]    Hash for Resources\FHCConfig.ini: 
29.01. 10:13:41.694[Notice]    Hash for expandrn99.mix: 9b3e28eca3084fa3e79a19a48f9dbd66e31bfc67
29.01. 10:13:41.698[Notice]    Hash for expandrn27.mix: a0ad678e6a93aab9caead2c873a6513258b9dc90
29.01. 10:13:41.700[Notice]    Hash for expandrn04.mix: 4f3af018131d9ab4183b7e0b7d4b7b5e4036a0b5
29.01. 10:13:41.704[Notice]    Hash for expandrn05.mix: 9359472e547a504ec2f5b37dd4bd6503d27f7d9e
29.01. 10:13:41.713[Notice]    Hash for expandrn91.mix: 5047cfddd32cfd571ae5998e11da97f5e2b381a0
29.01. 10:13:41.729[Notice]    Hash for expandrn28.mix: 603b1de0198665da0fb1a1eff8d48472d5607c99
29.01. 10:13:41.777[Notice]    Hash for expandrn90.mix: 500db36a35b0b31839d86ccdc1743c13ca1030ba
29.01. 10:13:41.780[Notice]    Hash for expandrn40.mix: 1ffd632630a0a156f77ce82a2bc68ae70fb3f07f
29.01. 10:13:41.794[Notice]    Hash for expandrn50.mix: 33a4c35e471c6a1be15a90f7eecd8857c31d7a23
29.01. 10:13:41.915[Notice]    Hash for expandrn07.mix: 1e255fa97ea6c418db4cd5f1d8f408a805509638
29.01. 10:13:41.926[Notice]    Hash for expandrn92.mix: 809fa1f58a0824daa3e15bbb5a13d8281cc902ae
29.01. 10:13:41.930[Notice]    Hash for expandrn02.mix: 9ce246bf13a9818bdfce8e36e70329a761179a38
29.01. 10:13:42.237[Notice]    Hash for expandrn95.mix: 0a82196a35bc7bbc30b072feefc2e2d4adc008f0
29.01. 10:13:42.249[Notice]    Hash for expandrn03.mix: 3ee3ad335a79d86ee8fc26ebc490a08ba6f8a1ec
29.01. 10:13:42.250[Notice]    fh.GameOptionsHash:f173b58e02d93e89985727022e4f2367c255284a
29.01. 10:13:42.250[Notice]    fh.ClientXNAHash:f42604d1c0db1e95000acdbe3a9ced3794c639d1
29.01. 10:13:42.251[Notice]    fh.MainExeHash:3e106b23b1136ed1a14d52be4c869ce61b90e454
29.01. 10:13:42.251[Notice]    fh.INIHashes:15af269cd0669464ed236cc53e2a63c7ef6e4fd0
29.01. 10:13:42.251[Notice]    fh.MPMapsHash:dcda7d833cdb86661133d7f38021a4b3eaffb6ed
29.01. 10:13:42.252[Notice]    Complete hash: 5dd0faf6d436e146b313308612bec237924ea70b
29.01. 10:13:42.252[Notice]    fh.GameOptionsHash:f173b58e02d93e89985727022e4f2367c255284a
29.01. 10:13:42.252[Notice]    fh.ClientXNAHash:f42604d1c0db1e95000acdbe3a9ced3794c639d1
29.01. 10:13:42.252[Notice]    fh.MainExeHash:3e106b23b1136ed1a14d52be4c869ce61b90e454
29.01. 10:13:42.253[Notice]    fh.INIHashes:15af269cd0669464ed236cc53e2a63c7ef6e4fd0
29.01. 10:13:42.253[Notice]    fh.MPMapsHash:dcda7d833cdb86661133d7f38021a4b3eaffb6ed
29.01. 10:13:42.253[Notice]    Complete hash: 5dd0faf6d436e146b313308612bec237924ea70b
29.01. 10:13:42.289[Notice]    RandomSeed received as:1956515010
29.01. 10:14:04.249[Notice]    Hash for INI\Map Code\Battle.ini :
29.01. 10:14:04.250[Notice]    Hash for Ares.dll.inj: 659d6e6eb847e81573c162fa0d0ed12eff5a710e
29.01. 10:14:04.250[Notice]    Hash for INI\Map Code\Free For All.ini :85e53271e14006f0265921d02d4d736cdc580b0b
29.01. 10:14:04.253[Notice]    Hash for Revenge.ext.ink: ba49ef23ed3675a9ebfd94db43e4dc4cebabbdbb
29.01. 10:14:04.253[Notice]    Hash for Ares.dll: c8bfd7632a348ab1f93fdc6fce2d9a48beaee78b
29.01. 10:14:04.254[Notice]    Hash for expandrn08.mix: 
29.01. 10:14:04.258[Notice]    Hash for Revenge.ext: af07df115340fc133a7b37912fe459cb66fe7761
29.01. 10:14:04.260[Notice]    Hash for INI\Map Code\Meat Grinder.ini :6fdb8bfc76a17f39aff6ceb355f8900407e2e183
29.01. 10:14:04.260[Notice]    Hash for INI\Map Code\Alchemy.ini :
29.01. 10:14:04.260[Notice]    Hash for INI\Map Code\Unholy Alliance.ini :dfb8c0ffaccad54e583f101a001bb93485ef73ea
29.01. 10:14:04.261[Notice]    Hash for INI\Map Code\Team Alliance.ini :0d59b708a38946d5f441cc098c5b092c13b94d85
29.01. 10:14:04.261[Notice]    Hash for INI\Map Code\Naval War.ini :493194f0090f7ee4f4442eeb9ccbff00209830c0
29.01. 10:14:04.262[Notice]    Hash for INI\Map Code\Competition.ini :
29.01. 10:14:04.262[Notice]    Hash for INI\Map Code\Cooperative.ini :85e53271e14006f0265921d02d4d736cdc580b0b
29.01. 10:14:04.263[Notice]    Hash for INI\Map Code\Land Rush.ini :4e25fdc5f43fb4a493528b07b88295b124981520
29.01. 10:14:04.263[Notice]    Hash for INI\Map Code\Megawealth.ini :7d0c0f7943f630adc37a9344fc6afccf86522ca6
29.01. 10:14:04.263[Notice]    Hash for INI\Map Code\Star War.ini :
29.01. 10:14:04.263[Notice]    Hash for INI\Map Code\Developer Park.ini :
29.01. 10:14:04.263[Notice]    Hash for INI\Map Code\Fortress War.ini :
29.01. 10:14:04.264[Notice]    Hash for INI\Map Code\Heros War.ini :
29.01. 10:14:04.264[Notice]    Hash for C:\game\新的正常内侧日牛 测试用2\INI\Game Options\Allies Allowed.ini: 4d8d0159ab8c411b61eeb26cdd798bcd024a972f
